Annexure II- Nifty Next 50 Index : February 2017,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,ELECTRICAL EQUIPMENT,423816750,6347.72,0.94,0.55,0.07,2.11,9.34,0.05
2,APOLLOHOSP,Apollo Hospitals Enterprises Ltd.,MISCELLANEOUS,695625795,9960.07,1.48,0.53,0.09,1.49,5.82,0.04
3,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2845876634,12898.94,1.92,1.04,0.18,1.50,-0.11,0.04
4,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1095944100,23075.98,3.43,1.40,0.23,1.78,6.88,0.03
5,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795806445,23673.28,3.52,0.89,0.12,2.51,20.59,0.04
6,BEL,Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,2233627930,8801.74,1.31,0.91,0.22,1.20,-1.58,0.03
7,BHARATFORG,Bharat Forge Ltd.,CASTINGS/FORGINGS,465588632,13242.81,1.97,1.19,0.25,2.53,13.04,0.03
8,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240001630,18989.00,2.83,0.84,0.18,1.13,3.16,0.03
9,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,11267.57,1.68,0.78,0.08,4.74,25.59,0.04
10,CASTROLIND,Castrol India Ltd.,PETROCHEMICALS,2472805960,9863.03,1.47,0.76,0.14,1.40,0.43,0.03
11,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,11997.90,1.79,0.43,0.09,1.04,1.42,0.03
12,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,1949741910,10668.11,1.59,0.54,0.08,1.90,2.57,0.04
13,CUMMINSIND,Cummins India Ltd.,DIESEL ENGINES,554400000,12060.17,1.79,0.73,0.14,1.84,5.83,0.04
14,DLF,DLF Ltd.,CONSTRUCTION,3567993844,6710.06,1.00,2.26,0.39,2.58,11.49,0.05
15,DABUR,Dabur India Ltd.,PERSONAL CARE,1761520510,15608.48,2.32,0.61,0.12,1.23,0.33,0.03
16,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,9669.64,1.44,0.74,0.07,2.24,8.39,0.03
17,EMAMILTD,Emami Ltd.,PERSONAL CARE,226967619,6375.70,0.95,0.67,0.08,2.81,0.90,0.06
18,GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd.,FOOD AND FOOD PROCESSING,420555380,6002.65,0.89,0.37,0.05,0.89,-1.33,0.06
19,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,PHARMACEUTICALS,847030170,5681.98,0.85,0.29,0.05,0.68,-1.50,0.06
20,GLENMARK,Glenmark Pharmaceuticals Ltd.,PHARMACEUTICALS,282168156,14101.92,2.10,0.82,0.19,1.31,3.54,0.03
21,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,340600816,20779.82,3.09,1.14,0.29,1.54,4.34,0.04
22,HAVELLS,Havells India Ltd.,ELECTRICAL EQUIPMENT,624855342,9642.64,1.43,1.06,0.21,1.65,-3.32,0.04
23,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,10158817500,26768.23,3.98,1.19,0.24,2.54,3.15,0.03
24,HINDZINC,Hindustan Zinc Ltd.,METALS,8450638000,7817.26,1.16,0.96,0.13,2.11,3.16,0.03
25,IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,847588870,28063.16,4.18,1.31,0.28,1.52,16.07,0.03
26,IOC,Indian Oil Corporation Ltd.,REFINERIES,48559049640,39265.09,5.84,1.05,0.22,1.51,5.09,0.02
27,INDIGO,InterGlobe Aviation Ltd.,TRAVEL AND TRANSPORT,3614683630,4026.65,0.60,0.38,0.02,2.03,-5.11,0.04
28,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440,19431.67,2.89,0.97,0.23,1.53,-5.65,0.05
29,LICHSGFIN,LIC Housing Finance Ltd.,FINANCE - HOUSING,1009326000,16980.90,2.53,1.50,0.43,1.09,1.31,0.02
30,MARICO,Marico Ltd.,PERSONAL CARE,1290371198,14514.10,2.16,0.75,0.16,1.69,9.31,0.04
31,MOTHERSUMI,Motherson Sumi Systems Ltd.,AUTO ANCILLARIES,1403526327,18186.05,2.71,1.62,0.34,1.22,5.53,0.03
32,NHPC,NHPC Ltd.,POWER,1.10707E+11,7090.76,1.06,0.89,0.16,1.85,5.35,0.09
33,NMDC,NMDC Ltd.,MINING,3163890474,11884.36,1.77,1.06,0.17,1.98,4.45,0.04
34,OIL,Oil India Ltd.,OIL EXPLORATION/PRODUCTION,8015146070,6292.21,0.94,0.39,0.06,1.51,-0.77,0.03
35,OFSS,Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE,425291580,8270.74,1.23,0.44,0.08,1.92,12.66,0.06
36,PIDILITIND,Pidilite Industries Ltd.,CHEMICALS - SPECIALITY,512675330,10491.64,1.56,0.81,0.22,1.22,1.28,0.03
37,PEL,Piramal Enterprises Ltd.,PHARMACEUTICALS,345126200,14962.19,2.23,0.62,0.05,1.50,9.31,0.05
38,PFC,Power Finance Corporation Ltd.,FINANCIAL INSTITUTION,26400814080,11848.69,1.76,1.23,0.24,1.91,4.49,0.04
39,PGHH,Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE,324607360,6676.32,0.99,0.24,0.03,0.43,1.99,0.09
40,PNB,Punjab National Bank,BANKS,4255936516,10531.31,1.57,1.61,0.27,2.09,4.32,0.04
41,SHREECEM,Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS,348372250,14031.78,2.09,1.00,0.18,1.61,4.24,0.06
42,SRTRANSFIN,Shriram Transport Finance Co. Ltd.,FINANCE,2268827360,13492.44,2.01,1.31,0.23,1.06,-2.68,0.03
43,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,712240510,10749.04,1.60,0.95,0.29,1.25,5.30,0.04
44,SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,41305252890,6319.70,0.94,1.49,0.27,2.17,-3.70,0.05
45,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160,18242.59,2.71,1.13,0.23,2.96,20.76,0.03
46,TORNTPHARM,Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS,846113600,6683.71,0.99,0.76,0.12,1.56,4.77,0.04
47,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1013901716,26218.28,3.90,1.06,0.19,1.13,-0.89,0.02
48,UBL,United Breweries Ltd.,BREW/DISTILLERIES,264405149,5345.64,0.80,0.50,0.07,1.35,-2.75,0.06
49,MCDOWELL-N,United Spirits Ltd.,BREW/DISTILLERIES,1307949680,11962.36,1.78,0.67,0.09,1.97,7.65,0.04
50,VEDL,Vedanta Ltd.,MINING,2964694239,28421.63,4.23,2.02,0.34,2.35,2.37,0.02
,,,,,671987.74,,,,,,0.04
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-March-2016 to 28-February-2017,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period 01-February-2016 to 28-February-2017,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 28-February-2017,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is for a portfolio of Rs. 25 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is the weightage average impact cost,,,,,,,,,,,
